,idno,formid,form_model,title,nation,year_start,year_end,repositoryid,repo_title,created,changed,varcount,total_views,authoring_entity,total_downloads,rank,type,id,url,link_da,Unnamed: 0,Category
401,UNHCR_CMR_2018_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2018",Cameroon,2018,2018,WA,West and Central Africa,2021-04-09T22:45:53+02:00,2021-04-09T22:45:53+02:00,101,1973,UNHCR,57,1,survey,309,https://microdata.unhcr.org/index.php/catalog/309,,104.0,Energy Monitoring Framework Survey
402,UNHCR_TCD_2018_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Chad,2018,2018,WA,West and Central Africa,2021-04-10T15:33:21+02:00,2021-04-10T15:33:21+02:00,106,2727,UNHCR,57,1,survey,366,https://microdata.unhcr.org/index.php/catalog/366,,106.0,Livelihoods Programme Monitoring Beneficiary Survey
403,UNHCR_TCD_2018_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2018",Chad,2018,2018,WA,West and Central Africa,2021-04-09T22:47:15+02:00,2021-04-09T22:47:15+02:00,101,1554,UNHCR,49,1,survey,320,https://microdata.unhcr.org/index.php/catalog/320,,104.0,Energy Monitoring Framework Survey
404,UNHCR_TCD_GORE_2018_WASH_v2.1,3,licensed,"Water, Sanitation and Hygiene (WASH) KAP GORE 2018",Chad,2018,2019,WA,West and Central Africa,2023-04-04T13:57:03+02:00,2023-04-05T08:18:22+02:00,132,5,UNHCR,0,1,survey,898,https://microdata.unhcr.org/index.php/catalog/898,,,
405,UNHCR_COD_2018_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2018","Congo, Dem. Rep.",2018,2018,SAO,Southern Africa,2021-04-10T15:28:49+02:00,2021-04-10T15:28:49+02:00,106,3479,UNHCR,65,1,survey,334,https://microdata.unhcr.org/index.php/catalog/334,,106.0,Livelihoods Programme Monitoring Beneficiary Survey
406,UNHCR_CRI_2018_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Costa Rica,2018,2018,SA,Americas,2021-04-10T15:29:14+02:00,2021-04-10T15:29:14+02:00,106,2413,UNHCR,57,1,survey,337,https://microdata.unhcr.org/index.php/catalog/337,,106.0,Livelihoods Programme Monitoring Beneficiary Survey
407,UNHCR_DJI_2018_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Djibouti,2018,2018,EHA,East and Horn of Africa,2021-04-10T15:29:31+02:00,2021-04-10T15:29:31+02:00,106,3814,UNHCR,85,1,survey,339,https://microdata.unhcr.org/index.php/catalog/339,,106.0,Livelihoods Programme Monitoring Beneficiary Survey
408,UNHCR_ETH_SENS_2018_v2.1,3,licensed,Standardized Expanded Nutrition Survey (SENS) in Melkadida Refugee Camps - 2018,Ethiopia,2018,2018,EHA,East and Horn of Africa,2019-07-15T15:21:23+02:00,2019-12-05T14:38:14+01:00,105,4480,UNHCR,212,1,survey,114,https://microdata.unhcr.org/index.php/catalog/114,,,
409,UNHCR_ETH_2018_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2018",Ethiopia,2018,2018,EHA,East and Horn of Africa,2021-04-09T22:46:08+02:00,2021-04-09T22:46:08+02:00,101,2918,UNHCR,93,1,survey,311,https://microdata.unhcr.org/index.php/catalog/311,,104.0,Energy Monitoring Framework Survey
410,UNHCR_GHA_2018_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Ghana,2018,2018,WA,West and Central Africa,2021-04-10T15:29:48+02:00,2021-04-10T15:29:48+02:00,106,2563,UNHCR,58,1,survey,341,https://microdata.unhcr.org/index.php/catalog/341,,106.0,Livelihoods Programme Monitoring Beneficiary Survey
411,UNHCR_GHA_2018_CBI_PDM,3,licensed,Post-Distribution Monitoring of UNHCR Cash-Based Interventions - Oct 2018,Ghana,2018,2018,WA,West and Central Africa,2021-11-19T18:05:15+01:00,2021-11-19T18:07:56+01:00,155,2067,UNHCR,55,1,survey,564,https://microdata.unhcr.org/index.php/catalog/564,,224.0,Post-Distribution Monitoring of Cash-Based Interventions
412,UNHCR_GIN_2018_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Guinea,2018,2018,WA,West and Central Africa,2021-04-10T15:30:05+02:00,2021-04-10T15:30:05+02:00,106,2164,UNHCR,46,1,survey,343,https://microdata.unhcr.org/index.php/catalog/343,,106.0,Livelihoods Programme Monitoring Beneficiary Survey
413,UNHCR_HND_2018_PROFILING_v2.1,3,licensed,"Internal displacement profiling, 2018",Honduras,2018,2018,SA,Americas,2021-11-22T13:40:52+01:00,2021-11-22T14:49:23+01:00,627,3215,"Comisión Interinstitucional para la Protección de las Personas Desplazadas Internamente por la Violencia, Secretaría de Derechos Humanos",104,1,survey,566,https://microdata.unhcr.org/index.php/catalog/566,,226.0,Internal Displacement Profiling
414,UNHCR_JOR_2020_HV8v2_v2.1,3,licensed,"Home Visits (version 8v2), 2018",Jordan,2018,2018,MENA,Middle East and North Africa,2021-02-16T22:16:02+01:00,2021-02-16T22:17:10+01:00,247,5244,United Nations High Commissioner for Refugees,166,1,survey,290,https://microdata.unhcr.org/index.php/catalog/290,,90.0,Home Visits
415,UNHCR_JOR_2018_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Jordan,2018,2018,MENA,Middle East and North Africa,2021-04-10T15:30:14+02:00,2021-04-10T15:30:14+02:00,106,3206,UNHCR,86,1,survey,344,https://microdata.unhcr.org/index.php/catalog/344,,106.0,Livelihoods Programme Monitoring Beneficiary Survey
416,UNHCR_KEN_SEA_2018_v2.1,3,licensed,Socio-economic Profiling Survey of Refugees in Kalobeyei 2018,Kenya,2018,2019,EHA,East and Horn of Africa,2020-05-06T15:43:43+02:00,2020-05-06T15:51:35+02:00,271,22138,United Nations High Commissioner for Refugees,11583,1,survey,232,https://microdata.unhcr.org/index.php/catalog/232,,53.0,Socioeconomic Assessment of Refugees
417,UNHCR_KEN_2018_SENS_Kakuma_v2.1,3,licensed,"Standardized Expanded Nutrition Survey (SENS), Kakuma and Kalobeyei Refugee Camps - 2018",Kenya,2018,2018,EHA,East and Horn of Africa,2021-09-23T21:04:33+02:00,2021-09-24T12:37:40+02:00,113,2357,UNHCR,122,1,survey,508,https://microdata.unhcr.org/index.php/catalog/508,,208.0,Standardized Expanded Nutrition Survey (SENS)
418,UNHCR_KEN_2018_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Kenya,2018,2018,EHA,East and Horn of Africa,2021-04-10T15:30:31+02:00,2021-04-10T15:30:31+02:00,106,2164,UNHCR,51,1,survey,346,https://microdata.unhcr.org/index.php/catalog/346,,106.0,Livelihoods Programme Monitoring Beneficiary Survey
419,UNHCR_KEN_2018_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2018",Kenya,2018,2018,EHA,East and Horn of Africa,2021-04-09T22:46:15+02:00,2021-04-09T22:46:15+02:00,101,2072,UNHCR,52,1,survey,312,https://microdata.unhcr.org/index.php/catalog/312,,104.0,Energy Monitoring Framework Survey
420,UNHCR_KEN_2018_SENS_Dadaab_v2.1,3,licensed,"Standardized Expanded Nutrition Survey (SENS), Dadaab Refugee Camps - 2018",Kenya,2018,2018,EHA,East and Horn of Africa,2021-12-13T18:31:56+01:00,2022-03-17T13:14:21+01:00,116,1277,"UNHCR, IRC, Kenyan Red Cross, Medicins sans Frontieres",40,1,survey,583,https://microdata.unhcr.org/index.php/catalog/583,,233.0,Standardized Expanded Nutrition Survey (SENS)
421,UNHCR_LBN_2018_VASYR_v2.1,3,licensed,"Vulnerability Assessment of Syrian Refugees in Lebanon, 2018",Lebanon,2018,2018,MENA,Middle East and North Africa,2019-12-10T16:15:48+01:00,2020-05-20T13:20:42+02:00,659,19873,"UNHCR, WFP, UNICEF",582,1,survey,189,https://microdata.unhcr.org/index.php/catalog/189,,25.0,Vulnerability Assessment of Syrian Refugees (VASYR)
422,UNHCR_MWI_2018_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Malawi,2018,2018,SAO,Southern Africa,2021-04-10T15:31:49+02:00,2021-04-10T15:31:49+02:00,106,3461,UNHCR,72,1,survey,355,https://microdata.unhcr.org/index.php/catalog/355,,106.0,Livelihoods Programme Monitoring Beneficiary Survey
423,UNHCR_MRT_2018_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Mauritania,2018,2018,MENA,Middle East and North Africa,2021-04-10T15:31:31+02:00,2021-04-10T15:31:31+02:00,106,2769,UNHCR,54,1,survey,353,https://microdata.unhcr.org/index.php/catalog/353,,106.0,Livelihoods Programme Monitoring Beneficiary Survey
424,UNHCR_MEX_2018_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Mexico,2018,2018,SA,Americas,2021-04-10T15:31:06+02:00,2021-04-10T15:31:06+02:00,106,7942,UNHCR,54,1,survey,350,https://microdata.unhcr.org/index.php/catalog/350,,106.0,Livelihoods Programme Monitoring Beneficiary Survey
425,UNHCR_MAR_2018_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Morocco,2018,2018,MENA,Middle East and North Africa,2021-04-10T15:30:49+02:00,2021-04-10T15:30:49+02:00,106,2407,UNHCR,76,1,survey,348,https://microdata.unhcr.org/index.php/catalog/348,,106.0,Livelihoods Programme Monitoring Beneficiary Survey
426,UNHCR_MOZ_2018_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Mozambique,2018,2018,SAO,Southern Africa,2021-04-10T15:31:15+02:00,2021-04-10T15:31:15+02:00,106,3632,UNHCR,65,1,survey,351,https://microdata.unhcr.org/index.php/catalog/351,,106.0,Livelihoods Programme Monitoring Beneficiary Survey
427,UNHCR_NER_KAP_2018_SAYAM_v2.1,3,licensed,"WASH KAP Survey Diffa region, Sayam Forage - August 2018",Niger,2018,2018,WA,West and Central Africa,2019-10-29T14:20:53+01:00,2019-10-29T14:21:07+01:00,105,4858,UNHCR,3972,1,survey,161,https://microdata.unhcr.org/index.php/catalog/161,,17.0,KAP WASH Survey
428,WBG_NGA_2018_IDP_v01_M,5,remote,Profile of Internally Displaced Persons in North-East Nigeria 2018,Nigeria,2018,2018,WBG,The World Bank Microdata Library,2021-05-19T06:11:28+02:00,2021-05-19T06:11:28+02:00,1260,21107,"Utz Pape, Henry Kwenin",360,1,survey,432,https://microdata.unhcr.org/index.php/catalog/432,,154.0,Internal Displacement Profiling
429,INEI_PER_2018_ENPOVE_v1.1,1,direct,Survey Directed to the Venezuelan Population Residing in the Country - 2018,Peru,2018,2018,EXT,External datasets,2021-06-01T14:46:10+02:00,2022-09-08T01:47:44+02:00,0,973,Instituto Nacional de Estadística e Informática,69,1,survey,437,https://microdata.unhcr.org/index.php/catalog/437,,158.0,Survey Directed to the Venezuelan Population Residing in the Country
430,UNHCR_SOM_2018_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Somalia,2018,2018,EHA,East and Horn of Africa,2021-04-10T15:32:47+02:00,2021-04-10T15:32:47+02:00,106,2757,UNHCR,57,1,survey,362,https://microdata.unhcr.org/index.php/catalog/362,,106.0,Livelihoods Programme Monitoring Beneficiary Survey
431,UNCHR_SSD_2018_WASHKAP_v2.1,3,licensed,KAP WASH 2018 in South Sudan's Ajuong Thok and Pamir Camps,South Sudan,2018,2018,EHA,East and Horn of Africa,2020-08-28T14:16:08+02:00,2020-08-28T14:22:34+02:00,129,4224,"UNHCR, Samaritan's Purse",292,1,survey,255,https://microdata.unhcr.org/index.php/catalog/255,,69.0,KAP WASH Survey
432,UNHCR_SSD_2018_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2018",South Sudan,2018,2018,EHA,East and Horn of Africa,2021-04-09T22:46:52+02:00,2021-04-09T22:46:52+02:00,101,2318,UNHCR,47,1,survey,317,https://microdata.unhcr.org/index.php/catalog/317,,104.0,Energy Monitoring Framework Survey
433,UNHCR_SDN_2018_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Sudan,2018,2018,EHA,East and Horn of Africa,2021-04-10T15:32:30+02:00,2021-04-10T15:32:30+02:00,106,2435,UNHCR,49,1,survey,360,https://microdata.unhcr.org/index.php/catalog/360,,106.0,Livelihoods Programme Monitoring Beneficiary Survey
434,UNHCR_SWZ_2018_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Swaziland,2018,2018,SAO,Southern Africa,2021-04-10T15:33:04+02:00,2021-04-10T15:33:04+02:00,106,1880,UNHCR,42,1,survey,364,https://microdata.unhcr.org/index.php/catalog/364,,106.0,Livelihoods Programme Monitoring Beneficiary Survey
435,UNHCR_TZA_2018_SENS_KIGOMA_v2.1,3,licensed,"Standardized Expanded Nutrition Survey (SENS) in Kigoma Refugee Camps (Nyarugusu, Nduta and Mtendeli) - October 2018",Tanzania,2018,2018,EHA,East and Horn of Africa,2020-03-25T14:55:04+01:00,2020-05-20T13:32:27+02:00,119,3642,UNHCR,222,1,survey,226,https://microdata.unhcr.org/index.php/catalog/226,,49.0,Standardized Expanded Nutrition Survey (SENS)
436,UNHCR_TZA_2018_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Tanzania,2018,2018,EHA,East and Horn of Africa,2021-04-10T15:33:46+02:00,2021-04-10T15:33:46+02:00,106,2784,UNHCR,54,1,survey,369,https://microdata.unhcr.org/index.php/catalog/369,,106.0,Livelihoods Programme Monitoring Beneficiary Survey
437,FAO_UGA_2018_RIMA_v01_EN_M_v01_A_OCS,5,remote,Resilience Index Measurement and Analysis 2018,Uganda,2018,2018,FAO,The Food and Agriculture Microdata Catalogue (FAM),2021-06-17T09:59:33+02:00,2021-06-17T09:59:33+02:00,1521,20106,"Food and Agricultural Organization of the United Nations, Office of the Prime Minister of Uganda",159,1,survey,461,https://microdata.unhcr.org/index.php/catalog/461,,172.0,Resilience Index Measurement and Analysis
438,WBG_UGA_2018_MIS_v01_M,5,remote,Malaria Indicator Survey 2018 - 2019,Uganda,2018,2019,WBG,The World Bank Microdata Library,2021-05-19T05:40:40+02:00,2021-05-19T05:40:40+02:00,690,13652,"National Malaria Control Division (NMCD), Uganda Bureau of Statistics (UBOS)",463,1,survey,428,https://microdata.unhcr.org/index.php/catalog/428,,150.0,Malaria Indicator Survey
439,UNCHR_UGA_MSNA_2018_v2,3,licensed,Joint Multi-Sector Needs Assessment - 2018,Uganda,2018,2018,EHA,East and Horn of Africa,2020-04-01T05:38:16+02:00,2022-12-14T11:45:32+01:00,374,8526,"UNHCR, REACH",829,1,survey,229,https://microdata.unhcr.org/index.php/catalog/229,,52.0,Joint Multi-Sector Needs Assessment
440,UNHCR_UGA_KAP_2018_PALORINYA_v2.1,3,licensed,"WASH KAP Survey, Palorinya Refugee settlement zone 3 - 2018",Uganda,2018,2018,EHA,East and Horn of Africa,2020-01-16T16:34:34+01:00,2020-01-16T16:45:03+01:00,167,6546,"Norwegian Refugee Council, UNHCR",509,1,survey,207,https://microdata.unhcr.org/index.php/catalog/207,,32.0,KAP WASH Survey
441,UNHCR_UGA_KAP_2018_KYANGWALI_v2.1,3,licensed,"WASH KAP Survey, Kyangwali Refugee Settlement 2018",Uganda,2018,2018,EHA,East and Horn of Africa,2020-01-16T15:38:04+01:00,2020-01-16T16:46:36+01:00,44,3159,"UNHCR, Action Africa Help, Lutheran World Federation",307,1,survey,206,https://microdata.unhcr.org/index.php/catalog/206,,31.0,KAP WASH Survey
442,UNHCR_UKR_2018_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Ukraine,2018,2018,EURO,Europe,2021-04-10T15:34:03+02:00,2021-04-10T15:34:03+02:00,106,4247,UNHCR,60,1,survey,371,https://microdata.unhcr.org/index.php/catalog/371,,106.0,Livelihoods Programme Monitoring Beneficiary Survey
443,UNHCR_UKR_2018_ShelterMonit_v2.1,3,licensed,Monitoring of the Shelter Programme - 2018,Ukraine,2018,2019,EURO,Europe,2021-12-01T15:18:16+01:00,2021-12-21T17:56:04+01:00,65,1018,UNHCR,63,1,survey,568,https://microdata.unhcr.org/index.php/catalog/568,,228.0,Monitoring of the Shelter Programme
444,UNHCR_ZMB_2018_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Zambia,2018,2018,SAO,Southern Africa,2021-04-10T15:34:35+02:00,2021-04-10T15:34:35+02:00,106,2983,UNHCR,77,1,survey,375,https://microdata.unhcr.org/index.php/catalog/375,,106.0,Livelihoods Programme Monitoring Beneficiary Survey
445,UNHCR_ZWE_2018_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Zimbabwe,2018,2018,SAO,Southern Africa,2021-04-10T15:34:52+02:00,2021-04-10T15:34:52+02:00,106,2605,UNHCR,62,1,survey,377,https://microdata.unhcr.org/index.php/catalog/377,,106.0,Livelihoods Programme Monitoring Beneficiary Survey
446,HDX_iMMAP_JOR_LBN_2018_Barriers_vEXT,5,remote,Disability Assessment among Syrian Refugees in Jordan and Lebanon - 2018,"Jordan, Lebanon",2017,2018,HDX,The Humanitarian Data Exchange,2021-07-06T11:20:48+02:00,2021-07-06T11:21:12+02:00,0,483,"Humanity and Inclusion, iMMAP",0,1,survey,476,https://microdata.unhcr.org/index.php/catalog/476,,187.0,Disability Assessment among Syrian Refugees
447,ORR_USA_2017_ASR_vEXT,5,remote,"Annual Survey of Refugees, 2017",United States of America,2018,2018,SA,Americas,2022-06-27T11:44:02+02:00,2022-06-27T11:44:15+02:00,252,1603,"Office of Refugee Resettlement, Urban Institute (Contractor)",0,1,survey,696,https://microdata.unhcr.org/index.php/catalog/696,,309.0,Annual Survey of Refugees
448,UNHCR-AFG-2017-SEA_KhostPaktika-2.1,3,licensed,Socio-economic assessment of Pakistani refugees in Afghanistan's Khost and Paktika provinces 2017,Afghanistan,2017,2017,ASIA,Asia Pacific,2019-12-05T14:11:53+01:00,2019-12-05T14:16:11+01:00,186,7995,UNHCR,3576,1,survey,187,https://microdata.unhcr.org/index.php/catalog/187,,24.0,Socioeconomic Assessment of Refugees
449,UNHCR_AFG_2017_SEA_Herat_v2.1,3,licensed,Socio-economic assessment of IDPs and returnees in the five most populated settlements of Afghanistan's Herat Province - 2017,Afghanistan,2017,2017,ASIA,Asia Pacific,2019-12-05T13:41:35+01:00,2019-12-05T13:46:47+01:00,185,7940,UNHCR,1133,1,survey,184,https://microdata.unhcr.org/index.php/catalog/184,,,
450,UNHCR-ARG-LIS-2017-v2.1,3,licensed,Livelihoods Programme Monitoring Beneficiary Survey in 2017,Argentina,2017,2017,SA,Americas,2019-12-23T09:18:02+01:00,2019-12-23T09:21:57+01:00,89,5809,United Nations High Commissioner for Refugees,363,1,survey,198,https://microdata.unhcr.org/index.php/catalog/198,,20.0,Livelihoods Programme Monitoring Beneficiary Survey
451,UNHCR-BFA-LIS-2017-2.1,3,licensed,Livelihoods Programme Monitoring Beneficiary Survey in 2017,Burkina Faso,2017,2017,WA,West and Central Africa,2019-12-19T22:18:08+01:00,2019-12-19T22:21:26+01:00,89,5533,United Nations High Commissioner for Refugees,403,1,survey,194,https://microdata.unhcr.org/index.php/catalog/194,,20.0,Livelihoods Programme Monitoring Beneficiary Survey
452,UNHCR_BFA_2017_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2017",Burkina Faso,2017,2017,WA,West and Central Africa,2021-04-09T22:45:37+02:00,2021-04-09T22:45:37+02:00,101,2675,UNHCR,84,1,survey,307,https://microdata.unhcr.org/index.php/catalog/307,,103.0,Energy Monitoring Framework Survey
453,UNHCR_BFA_SENS_2017,3,licensed,"Standardized Expanded Nutrition Survey - 2017, Refugee camps: Mentao and Goudebo",Burkina Faso,2017,2017,WA,West and Central Africa,2021-06-21T19:50:40+02:00,2021-06-21T19:50:45+02:00,94,2179,UNHCR,0,1,survey,468,https://microdata.unhcr.org/index.php/catalog/468,,179.0,Standardized Expanded Nutrition Survey (SENS)
454,UNHCR_CMR_2017_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2017",Cameroon,2017,2017,WA,West and Central Africa,2022-05-19T22:02:28+02:00,2022-05-19T22:02:28+02:00,138,1539,UNHCR,40,1,survey,671,https://microdata.unhcr.org/index.php/catalog/671,,287.0,Livelihoods Programme Monitoring Beneficiary Survey
455,UNHCR-CHD-LIS-2017-v2.1,3,licensed,Livelihoods Programme Monitoring Beneficiary Survey in 2017,Chad,2017,2017,WA,West and Central Africa,2019-12-19T22:35:38+01:00,2019-12-19T22:42:05+01:00,89,6805,United Nations High Commissioner for Refugees,512,1,survey,197,https://microdata.unhcr.org/index.php/catalog/197,,20.0,Livelihoods Programme Monitoring Beneficiary Survey
456,UNHCR_TCD_2017_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2017",Chad,2017,2017,WA,West and Central Africa,2021-04-09T22:47:08+02:00,2021-04-09T22:47:08+02:00,101,2286,UNHCR,45,1,survey,319,https://microdata.unhcr.org/index.php/catalog/319,,103.0,Energy Monitoring Framework Survey
457,UNHCR-TCD-2017-SEA-1.1,3,licensed,Socio-economic assessment of refugees in 2017,Chad,2017,2017,WA,West and Central Africa,2020-01-16T13:26:08+01:00,2020-01-16T16:48:06+01:00,89,1658,United Nations High Commissioner for Refugees,224,1,survey,203,https://microdata.unhcr.org/index.php/catalog/203,,28.0,Socioeconomic Assessment of Refugees
458,UNHCR_COG_2017_KAP_v2.1,3,licensed,KAP WASH Survey - 2017,"Congo, Rep.",2017,2017,SAO,Southern Africa,2019-10-30T14:34:51+01:00,2019-12-02T05:23:53+01:00,115,6345,"UNHCR, The UN Refugee Agency",2179,1,survey,165,https://microdata.unhcr.org/index.php/catalog/165,,19.0,KAP WASH Survey
459,WBG_ETH_2017_SPS_v01_M,5,remote,"Skills Profile Survey 2017, A Refugee and Host Community Survey",Ethiopia,2017,2017,WBG,The World Bank Microdata Library,2021-05-19T03:37:37+02:00,2021-05-19T03:37:37+02:00,1812,34664,Utz Johann Pape (IBRD - World Bank),342,1,survey,400,https://microdata.unhcr.org/index.php/catalog/400,,126.0,Skills Profile Survey
460,UNHCR_ETH_KAP_2017_GAMBELLA_KULE_v2.1,3,licensed,KPC (KAP) Survey Report Gambella Region Kule - 2017,Ethiopia,2017,2017,EHA,East and Horn of Africa,2019-10-29T11:50:46+01:00,2019-10-29T11:53:08+01:00,145,8454,UNHCR,664,1,survey,149,https://microdata.unhcr.org/index.php/catalog/149,,8.0,KPC (KAP) Survey Report
